molecule,virus,reference,type,pubchem_smiles,obabel_smiles,pubchem_id,similarity_calculated,release
Bromocriptine,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,CC(C)CC1C(=O)N2CCCC2C3(N1C(=O)C(O3)(C(C)C)NC(=O)C4CN(C5CC6=C(NC7=CC=CC(=C67)C5=C4)Br)C)O,CC(CC1C(=O)N2CCCC2C2(N1C(=O)C(O2)(NC(=O)C1CN(C)C2C(=C1)c1cccc3c1c(C2)c([nH]3)Br)C(C)C)O)C,42890,1,0.3
Diphenoxylate,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,CCOC(=O)C1(CCN(CC1)CCC(C#N)(C2=CC=CC=C2)C3=CC=CC=C3)C4=CC=CC=C4,CCOC(=O)C1(CCN(CC1)CCC(c1ccccc1)(c1ccccc1)C#N)c1ccccc1,31101,1,0.3
Benzylpenicilloyl G,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,CC1(C(NC(S1)C(C(=O)NCCCCCC(=O)O)NC(=O)CC2=CC=CC=C2)C(=O)O)C,O=C(NC(C1NC(C(S1)(C)C)C(=O)O)C(=O)NCCCCCC(=O)O)Cc1ccccc1,13505,1,0.3
Dabigatran etexilate,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,CCCCCCOC(=O)N=C(C1=CC=C(C=C1)NCC2=NC3=C(N2C)C=CC(=C3)C(=O)N(CCC(=O)OCC)C4=CC=CC=N4)N,CCCCCCOC(=O)N=C(c1ccc(cc1)NCc1nc2c(n1C)ccc(c2)C(=O)N(c1ccccn1)CCC(=O)OCC)N,119212,1,0.3
Betulonal,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,CC(=C)C1CCC2(C1C3CCC4C5(CCC(=O)C(C5CCC4(C3(CC2)C)C)(C)C)C)C=O,O=CC12CCC(C2C2C(CC1)(C)C1(C)CCC3C(C1CC2)(C)CCC(=O)C3(C)C)C(=C)C,,1,0.3
Andrographiside,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,CC12CCC(C(C1CCC(=C)C2CC=C3C(COC3=O)O)(C)COC4C(C(C(C(O4)CO)O)O)O)O,OCC1OC(OCC2(C)C(O)CCC3(C2CCC(=C)C3CC=C2C(O)COC2=O)C)C(C(C1O)O)O,,1,0.3
Cerevisterol,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,CC(C)C(C)C=CC(C)C1CCC2C1(CCC3C2=CC(C4(C3(CCC(C4)O)C)O)O)C,OC1CCC2(C(C1)(O)C(O)C=C1C2CCC2(C1CCC2C(C=CC(C(C)C)C)C)C)C,,1,0.3
Hesperidin,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=CC(=C4C(=O)CC(OC4=C3)C5=CC(=C(C=C5)OC)O)O)O)O)O)O)O)O,COc1ccc(cc1O)C1CC(=O)c2c(O1)cc(cc2O)OC1OC(COC2OC(C)C(C(C2O)O)O)C(C(C1O)O)O,10181133,1,0.3
Neohesperidin,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,CC1C(C(C(C(O1)OC2C(C(C(OC2OC3=CC(=C4C(=O)CC(OC4=C3)C5=CC(=C(C=C5)OC)O)O)CO)O)O)O)O)O,OCC1OC(Oc2cc3OC(CC(=O)c3c(c2)O)c2ccc(c(c2)O)OC)C(C(C1O)O)OC1OC(C)C(C(C1O)O)O,10621,1,0.3
Andrograpanin,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,CC1(CCCC2(C1CCC(=C)C2CCC3=CCOC3=O)C)CO,OCC1(C)CCCC2(C1CCC(=C)C2CCC1=CCOC1=O)C,442439,1,0.3
Cosmosiin,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,C1=CC(=CC=C1C2=CC(=O)C3=C(C=C(C=C3O2)OC4C(C(C(C(O4)CO)O)O)O)O)O,OCC1OC(Oc2cc(O)c3c(c2)oc(cc3=O)c2ccc(cc2)O)C(C(C1O)O)O,,1,0.3
Biorobin,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC=C(C=C5)O)O)O)O)O)O)O,Oc1ccc(cc1)c1oc2cc(O)cc(c2c(=O)c1OC1OC(COC2OC(C)C(C(C2O)O)O)C(C(C1O)O)O)O,,1,0.3
Gnidicin,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,CC1C(C2(C3C4C1(C5C=C(C(=O)C5(C(C6(C4O6)CO)O)O)C)OC(O3)(O2)C7=CC=CC=C7)C(=C)C)OC(=O)C=CC8=CC=CC=C8,OCC12OC1C1C3OC4(OC1(C1C(C2O)(O)C(=O)C(=C1)C)C(C(C3(O4)C(=C)C)OC(=O)C=Cc1ccccc1)C)c1ccccc1,12313332,1,0.3
Rosmarinic acid,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,C1=CC(=C(C=C1CC(C(=O)O)OC(=O)C=CC2=CC(=C(C=C2)O)O)O)O,O=C(OC(C(=O)O)Cc1ccc(c(c1)O)O)C=Cc1ccc(c(c1)O)O,,1,0.3
Oleanolic acid,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)O)C)C)C2C1)C)C(=O)O)C,OC1CCC2(C(C1(C)C)CCC1(C2CC=C2C1(C)CCC1(C2CC(C)(C)CC1)C(=O)O)C)C,,1,0.3
Stigmast-5-en-3-ol,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C,CCC(C(C)C)CCC(C1CCC2C1(C)CCC1C2CC=C2C1(C)CCC(C2)O)C,10494,1,0.3
Berchemol,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,COC1=C(C=CC(=C1)CC2COC(C2(CO)O)C3=CC(=C(C=C3)O)OC)O,COc1cc(ccc1O)CC1COC(C1(O)CO)c1ccc(c(c1)OC)O,,1,0.3
Betulonal,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,CC(=C)C1CCC2(C1C3CCC4C5(CCC(=O)C(C5CCC4(C3(CC2)C)C)(C)C)C)C=O,O=CC12CCC(C2C2C(CC1)(C)C1(C)CCC3C(C1CC2)(C)CCC(=O)C3(C)C)C(=C)C,14521044,1,0.3
Gnidicin,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,CC1C(C2(C3C4C1(C5C=C(C(=O)C5(C(C6(C4O6)CO)O)O)C)OC(O3)(O2)C7=CC=CC=C7)C(=C)C)OC(=O)C=CC8=CC=CC=C8,OCC12OC1C1C3OC4(OC1(C1C(C2O)(O)C(=O)C(=C1)C)C(C(C3(O4)C(=C)C)OC(=O)C=Cc1ccccc1)C)c1ccccc1,473111,1,0.3
Gniditrin,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,CCCC=CC=CC=CC(=O)OC1C(C23C4C=C(C(=O)C4(C(C5(C(C2C6C1(OC(O6)(O3)C7=CC=CC=C7)C(=C)C)O5)CO)O)O)C)C,CCCC=CC=CC=CC(=O)OC1C(C)C23OC4(OC1(C(=C)C)C(C2C1OC1(C(C1(C3C=C(C1=O)C)O)O)CO)O4)c1ccccc1,,1,0.3
"Theaflavin 3,3′-di-O-gallate",SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,Oc1cc2OC(C(Cc2c(c1)O)OC(=O)c1cc(O)c(c(c1)O)O)c1cc(O)c(=O)c2c(c1)c(cc(c2O)O)C1Oc2cc(O)cc(c2CC1OC(=O)c1cc(O)c(c(c1)O)O)O,Oc1cc2OC(C(Cc2c(c1)O)OC(=O)c1cc(O)c(c(c1)O)O)c1cc(O)c(=O)c2c(c1)c(cc(c2O)O)C1Oc2cc(O)cc(c2CC1OC(=O)c1cc(O)c(c(c1)O)O)O,,1,0.3
Phyllaemblicin B,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,CC1COC2(CC1OC(=O)C3=CC=CC=C3)C(=O)C4(C(CC(CC4O2)C(=O)OC5C(C(C(C(O5)CO)O)O)OC6C(C(C(C(O6)CO)O)O)O)O)O,OCC1OC(OC(=O)C2CC(O)C3(C(C2)OC2(C3=O)OCC(C(C2)OC(=O)c2ccccc2)C)O)C(C(C1O)O)OC1OC(CO)C(C(C1O)O)O,,1,0.3
Andrographiside,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,CC12CCC(C(C1CCC(=C)C2CC=C3C(COC3=O)O)(C)COC4C(C(C(C(O4)CO)O)O)O)O,OCC1OC(OCC2(C)C(O)CCC3(C2CCC(=C)C3CC=C2C(O)COC2=O)C)C(C(C1O)O)O,,1,0.3
Baicalin,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,C1=CC=C(C=C1)C2=CC(=O)C3=C(C(=C(C=C3O2)OC4C(C(C(C(O4)C(=O)O)O)O)O)O)O,OC(=O)C1OC(Oc2cc3oc(cc(=O)c3c(c2O)O)c2ccccc2)C(C(C1O)O)O,44593583,1,0.3
"1,7-Dihydroxy-3-methoxyxanthone",SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,COC1=CC(=C2C(=C1)OC3=C(C2=O)C=C(C=C3)O)O,COc1cc(O)c2c(c1)oc1c(c2=O)cc(cc1)O,,1,0.3
Emtricitabine,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,C1C(OC(S1)CO)N2C=C(C(=NC2=O)N)F,Nc1nc(=O)n(cc1F)C1CSC(O1)CO,,1,0.3
Tenofovir,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,CC(CN1C=NC2=C(N=CN=C21)N)OCP(=O)(O)O,CC(Cn1cnc2c1ncnc2N)OCP(=O)(O)O,,1,0.3
Efavirenz,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,C1CC1C#CC2(C3=C(C=CC(=C3)Cl)NC(=O)O2)C(F)(F)F,FC(C1(C#CC2CC2)OC(=O)Nc2c1cc(Cl)cc2)(F)F,,1,0.3
Nevirapine,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,CC1=C2C(=NC=C1)N(C3=C(C=CC=N3)C(=O)N2)C4CC4,O=C1Nc2c(C)ccnc2N(c2c1cccn2)C1CC1,60877,1,0.3
Saquinavir,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,CC(C)(C)NC(=O)C1CC2CCCCC2CN1CC(C(CC3=CC=CC=C3)NC(=O)C(CC(=O)N)NC(=O)C4=NC5=CC=CC=C5C=C4)O,NC(=O)CC(C(=O)NC(C(CN1CC2CCCCC2CC1C(=O)NC(C)(C)C)O)Cc1ccccc1)NC(=O)c1ccc2c(n1)cccc2,464205,1,0.3
Indinavir,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,CC(C)(C)NC(=O)C1CN(CCN1CC(CC(CC2=CC=CC=C2)C(=O)NC3C(CC4=CC=CC=C34)O)O)CC5=CN=CC=C5,OC(CN1CCN(CC1C(=O)NC(C)(C)C)Cc1cccnc1)CC(C(=O)NC1C(O)Cc2c1cccc2)Cc1ccccc1,64139,1,0.3
Nelfinavir,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,CC1=C(C=CC=C1O)C(=O)NC(CSC2=CC=CC=C2)C(CN3CC4CCCCC4CC3C(=O)NC(C)(C)C)O,OC(C(NC(=O)c1cccc(c1C)O)CSc1ccccc1)CN1CC2CCCCC2CC1C(=O)NC(C)(C)C,4463,1,0.3
Atazanavir,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,CC(C)(C)C(C(=O)NC(CC1=CC=CC=C1)C(CN(CC2=CC=C(C=C2)C3=CC=CC=N3)NC(=O)C(C(C)(C)C)NC(=O)OC)O)NC(=O)OC,COC(=O)NC(C(C)(C)C)C(=O)NN(Cc1ccc(cc1)c1ccccn1)CC(C(Cc1ccccc1)NC(=O)C(C(C)(C)C)NC(=O)OC)O,441243,1,0.3
Tipranavir,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,CCCC1(CC(=C(C(=O)O1)C(CC)C2=CC(=CC=C2)NS(=O)(=O)C3=NC=C(C=C3)C(F)(F)F)O)CCC4=CC=CC=C4,CCCC1(CCc2ccccc2)CC(=C(C(=O)O1)C(c1cccc(c1)NS(=O)(=O)c1ccc(cn1)C(F)(F)F)CC)O,5362440,1,0.3
Abacavir,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,C1CC1NC2=C3C(=NC(=N2)N)N(C=N3)C4CC(C=C4)CO,OCC1C=CC(C1)n1cnc2c1nc(N)nc2NC1CC1,64143,1,0.3
Doravirine,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,CN1C(=NNC1=O)CN2C=CC(=C(C2=O)OC3=CC(=CC(=C3)C#N)Cl)C(F)(F)F,N#Cc1cc(cc(c1)Cl)Oc1c(=O)n(ccc1C(F)(F)F)Cc1n[nH]c(=O)n1C,148192,1,0.3
Etravirine,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,CC1=CC(=CC(=C1OC2=NC(=NC(=C2Br)N)NC3=CC=C(C=C3)C#N)C)C#N,N#Cc1ccc(cc1)Nc1nc(N)c(c(n1)Oc1c(C)cc(cc1C)C#N)Br,54682461,1,0.3
Rilpivirine,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,CC1=CC(=CC(=C1NC2=NC(=NC=C2)NC3=CC=C(C=C3)C#N)C)C=CC#N,N#CC=Cc1cc(C)c(c(c1)C)Nc1ccnc(n1)Nc1ccc(cc1)C#N,441300,1,0.3
Dolutegravir,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,CC1CCOC2N1C(=O)C3=C(C(=O)C(=CN3C2)C(=O)NCC4=C(C=C(C=C4)F)F)O,Fc1ccc(c(c1)F)CNC(=O)c1cn2CC3OCCC(N3C(=O)c2c(c1=O)O)C,58460047,1,0.3
Raltegravir,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,CC1=NN=C(O1)C(=O)NC(C)(C)C2=NC(=C(C(=O)N2C)O)C(=O)NCC3=CC=C(C=C3)F,Fc1ccc(cc1)CNC(=O)c1nc(n(c(=O)c1O)C)C(NC(=O)c1nnc(o1)C)(C)C,193962,1,0.3
Penciclovir,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,C1=NC2=C(N1CCC(CO)CO)N=C(NC2=O)N,OCC(CCn1cnc2c1nc(N)[nH]c2=O)CO,6451164,1,0.3
Cytarabine,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)O,OCC1OC(C(C1O)O)n1ccc(nc1=O)N,54726191,1,0.3
Cidofovir,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,C1=CN(C(=O)N=C1N)CC(CO)OCP(=O)(O)O,OCC(Cn1ccc(nc1=O)N)OCP(=O)(O)O,54671008,1,0.3
Tromantadine,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,CN(C)CCOCC(=O)NC12CC3CC(C1)CC(C3)C2,CN(CCOCC(=O)NC12CC3CC(C2)CC(C1)C3)C,135398748,1,0.3
Imiquimod,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,CC(C)CN1C=NC2=C1C3=CC=CC=C3N=C2N,CC(Cn1cnc2c1c1ccccc1nc2N)C,6253,1,0.3
Podophyllotoxin,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,COC1=CC(=CC(=C1OC)OC)C2C3C(COC3=O)C(C4=CC5=C(C=C24)OCO5)O,COc1cc(cc(c1OC)OC)C1C2C(=O)OCC2C(c2c1cc1OCOc1c2)O,60613,1,0.3
Adefovir,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,C1=NC(=C2C(=N1)N(C=N2)CCOCP(=O)(O)O)N,Nc1ncnc2c1ncn2CCOCP(=O)(O)O,64377,1,0.3
Clevudine,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,CC1=CN(C(=O)NC1=O)C2C(C(C(O2)CO)O)F,OCC1OC(C(C1O)F)n1cc(C)c(=O)[nH]c1=O,57469,1,0.3
Telbivudine,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,CC1=CN(C(=O)NC1=O)C2CC(C(O2)CO)O,OCC1OC(CC1O)n1cc(C)c(=O)[nH]c1=O,10607,1,0.3
Ribavirin,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,C1=NC(=NN1C2C(C(C(O2)CO)O)O)C(=O)N,OCC1OC(C(C1O)O)n1cnc(n1)C(=O)N,60172,1,0.3
Boceprevir,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,CC1(C2C1C(N(C2)C(=O)C(C(C)(C)C)NC(=O)NC(C)(C)C)C(=O)NC(CC3CCC3)C(=O)C(=O)N)C,O=C(NC(C)(C)C)NC(C(C)(C)C)C(=O)N1CC2C(C1C(=O)NC(C(=O)C(=O)N)CC1CCC1)C2(C)C,73115,1,0.3
Telaprevir,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,CCCC(C(=O)C(=O)NC1CC1)NC(=O)C2C3CCCC3CN2C(=O)C(C(C)(C)C)NC(=O)C(C4CCCCC4)NC(=O)C5=NC=CN=C5,CCCC(C(=O)C(=O)NC1CC1)NC(=O)C1C2CCCC2CN1C(=O)C(C(C)(C)C)NC(=O)C(C1CCCCC1)NC(=O)c1nccnc1,159269,1,0.3
Arbidol,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,CCOC(=O)C1=C(N(C2=CC(=C(C(=C21)CN(C)C)O)Br)C)CSC3=CC=CC=C3,CCOC(=O)c1c(CSc2ccccc2)n(c2c1c(CN(C)C)c(O)c(c2)Br)C,37542,1,0.3
Inosine,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,C1=NC2=C(C(=O)N1)N=CN2C3C(C(C(O3)CO)O)O,OCC1OC(C(C1O)O)n1cnc2c1nc[nH]c2=O,10324367,1,0.3
Rimantadine,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,CC(C12CC3CC(C1)CC(C3)C2)N,CC(C12CC3CC(C2)CC(C1)C3)N,3010818,1,0.3
Amantadine,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,C1C2CC3CC1CC(C2)(C3)N,NC12CC3CC(C2)CC(C1)C3,131411,1,0.3
Maraviroc,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,CC1=NN=C(N1C2CC3CCC(C2)N3CCC(C4=CC=CC=C4)NC(=O)C5CCC(CC5)(F)F)C(C)C,O=C(C1CCC(CC1)(F)F)NC(c1ccccc1)CCN1C2CCC1CC(C2)n1c(C)nnc1C(C)C,135398641,1,0.3
Zanamivir,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,CC(=O)NC1C(C=C(OC1C(C(CO)O)O)C(=O)O)N=C(N)N,OCC(C(C1OC(=CC(C1NC(=O)C)N=C(N)N)C(=O)O)O)O,5071,1,0.3
Acyclovir,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,C1=NC2=C(N1COCCO)N=C(NC2=O)N,OCCOCn1cnc2c1nc(N)[nH]c2=O,2130,1,0.3
Ganciclovir,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,C1=NC2=C(N1COC(CO)CO)N=C(NC2=O)N,OCC(OCn1cnc2c1nc(N)[nH]c2=O)CO,3002977,1,0.3
Valganciclovir,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,CC(C)C(C(=O)OCC(CO)OCN1C=NC2=C1N=C(NC2=O)N)N,OCC(OCn1cnc2c1nc(N)[nH]c2=O)COC(=O)C(C(C)C)N,60855,1,0.3
Valaciclovir,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,CC(C)C(C(=O)OCCOCN1C=NC2=C1N=C(NC2=O)N)N,CC(C(C(=O)OCCOCn1cnc2c1nc(N)[nH]c2=O)N)C,135398513,1,0.3
Suramin,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,CC1=C(C=C(C=C1)C(=O)NC2=C3C(=CC(=CC3=C(C=C2)S(=O)(=O)O)S(=O)(=O)O)S(=O)(=O)O)NC(=O)C4=CC(=CC=C4)NC(=O)NC5=CC=CC(=C5)C(=O)NC6=C(C=CC(=C6)C(=O)NC7=C8C(=CC(=CC8=C(C=C7)S(=O)(=O)O)S(=O)(=O)O)S(=O)(=O)O)C,O=C(Nc1cccc(c1)C(=O)Nc1cc(ccc1C)C(=O)Nc1ccc(c2c1c(cc(c2)S(=O)(=O)O)S(=O)(=O)O)S(=O)(=O)O)Nc1cccc(c1)C(=O)Nc1cc(ccc1C)C(=O)Nc1ccc(c2c1c(cc(c2)S(=O)(=O)O)S(=O)(=O)O)S(=O)(=O)O,135398740,1,0.3
"DHPA (S)-9-(2,3-Dihydroxypropyl)adenine",SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,OCC(Cn1cnc2c1ncnc2N)O,OCC(Cn1cnc2c1ncnc2N)O,135413535,1,0.3
BVDU Brivudine,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,Br/C=C/c1cn([C@H]2C[C@@H]([C@H](O2)CO)O)c(=O)nc1O,Br/C=C/c1cn([C@H]2C[C@@H]([C@H](O2)CO)O)c(=O)nc1O,135398742,1,0.3
ACV triphosphate Acycloguanosine triphosphate,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,Nc1[nH]c(=O)c2c(n1)n(COCCOP(=O)(OP(=O)(OP(=O)(O)O)O)O)cn2,Nc1[nH]c(=O)c2c(n1)n(COCCOP(=O)(OP(=O)(OP(=O)(O)O)O)O)cn2,,1,0.3
(S)-HPMPA (S)-9-(3-hydroxy-2-phosphonomethoxypropyl)adenine,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,OCC(Cn1cnc2c1ncnc2N)OCP(=O)(O)O,OCC(Cn1cnc2c1ncnc2N)OCP(=O)(O)O,,1,0.3
STAVUDINE,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,CC1=CN(C(=O)NC1=O)C2C=CC(O2)CO,Cc1cn(C2OC(C=C2)CO)c(=O)[nH]c1=O,,1,0.3
Didanosine,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,C1CC(OC1CO)N2C=NC3=C2N=CNC3=O,OCC1CCC(O1)n1cnc2c1nc[nH]c2=O,,1,0.3
Zalcitabine,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,C1CC(OC1CO)N2C=CC(=NC2=O)N,Nc1ccn(c(=O)n1)C1CCC(O1)CO,,1,0.3
Pyrimidinedione,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,C1=CNC(=O)NC1=O,O=c1cc[nH]c(=O)[nH]1,,1,0.3
Emivirine,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,CCOCN1C(=C(C(=O)NC1=O)C(C)C)CC2=CC=CC=C2,CCOCn1c(=O)[nH]c(=O)c(c1Cc1ccccc1)C(C)C,,1,0.3
Delavirdine,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,CC(C)NC1=C(N=CC=C1)N2CCN(CC2)C(=O)C3=CC4=C(N3)C=CC(=C4)NS(=O)(=O)C,CC(Nc1cccnc1N1CCN(CC1)C(=O)c1cc2c([nH]1)ccc(c2)NS(=O)(=O)C)C,,1,0.3
Dapivirine,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,CC1=CC(=C(C(=C1)C)NC2=NC(=NC=C2)NC3=CC=C(C=C3)C#N)C,N#Cc1ccc(cc1)Nc1nccc(n1)Nc1c(C)cc(cc1C)C,,1,0.3
TIBO,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,CC1CN2C3=C(CN1CC=C(C)C)C=CC=C3NC2=S,CC(=CCN1Cc2cccc3c2n(CC1C)c(=S)[nH]3)C,,1,0.3
Tivirapine,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,CC1CN2C3=C(C=CC(=C3CN1CC=C(C)C)Cl)NC2=S,CC(=CCN1Cc2c(Cl)ccc3c2n(CC1C)c(=S)[nH]3)C,,1,0.3
Elvitegravir,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,CC(C)C(CO)N1C=C(C(=O)C2=C1C=C(C(=C2)CC3=C(C(=CC=C3)Cl)F)OC)C(=O)O,OCC(n1cc(C(=O)O)c(=O)c2c1cc(OC)c(c2)Cc1cccc(c1F)Cl)C(C)C,,1,0.3
Cobicistat,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,CC(C)C1=NC(=CS1)CN(C)C(=O)NC(CCN2CCOCC2)C(=O)NC(CCC(CC3=CC=CC=C3)NC(=O)OCC4=CN=CS4)CC5=CC=CC=C5,O=C(NC(Cc1ccccc1)CCC(Cc1ccccc1)NC(=O)C(NC(=O)N(Cc1csc(n1)C(C)C)C)CCN1CCOCC1)OCc1cncs1,18283,1,0.3
Plerixafor,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,C1CNCCNCCCN(CCNC1)CC2=CC=C(C=C2)CN3CCCNCCNCCCNCC3,C1CNCCN(CCCNCCNC1)Cc1ccc(cc1)CN1CCNCCCNCCNCCC1,135398739,1,0.3
Bictegravir,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,C1CC2CC1N3C(O2)CN4C=C(C(=O)C(=C4C3=O)O)C(=O)NCC5=C(C=C(C=C5F)F)F,Fc1cc(F)c(c(c1)F)CNC(=O)c1cn2CC3OC4CCC(N3C(=O)c2c(c1=O)O)C4,24066,1,0.3
Rabacfosadine,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,CCOC(=O)C(C)NP(=O)(COCCN1C=NC2=C(N=C(N=C21)N)NC3CC3)NC(C)C(=O)OCC,CCOC(=O)C(NP(=O)(NC(C(=O)OCC)C)COCCn1cnc2c1nc(N)nc2NC1CC1)C,,1,0.3
FV 100 Valnivudine,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,CCCCCc1ccc(cc1)c1oc2c(c1)cn(c(=O)n2)C1CC(C(O1)COC(=O)C(C(C)C)N)O,CCCCCc1ccc(cc1)c1oc2c(c1)cn(c(=O)n2)C1CC(C(O1)COC(=O)C(C(C)C)N)O,65013,1,0.3
GS 9191,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,CC(C)COC(=O)C(CC1=CC=CC=C1)NP(=O)(COCCN2C=NC3=C(N=C(N=C32)N)NC4CC4)NC(CC5=CC=CC=C5)C(=O)OCC(C)C,CC(COC(=O)C(NP(=O)(NC(C(=O)OCC(C)C)Cc1ccccc1)COCCn1cnc2c1nc(N)nc2NC1CC1)Cc1ccccc1)C,5625,1,0.3
PMEO-DAPy,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,C1=C(N=C(N=C1OCCOCP(=O)(O)O)N)N,Nc1cc(OCCOCP(=O)(O)O)nc(n1)N,3000236,1,0.3
Ritonavir,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,CC(C)C1=NC(=CS1)CN(C)C(=O)NC(C(C)C)C(=O)NC(CC2=CC=CC=C2)CC(C(CC3=CC=CC=C3)NC(=O)OCC4=CN=CS4)O,O=C(NC(C(CC(Cc1ccccc1)NC(=O)C(C(C)C)NC(=O)N(Cc1csc(n1)C(C)C)C)O)Cc1ccccc1)OCc1cncs1,5277135,1,0.3
