id,molecule,virus,reference,type,smiles,pubchem_id,similarity_calculated
535,Lasinavir,SARS-COV-2,https://chemrxiv.org/articles/Screening_of_Clinically_Approved_and_Investigation_Drugs_as_Potential_Inhibitors_of_COVID-19_Main_Protease_A_Virtual_Drug_Repurposing_Study/12032712,computational,COCCNC(=O)C(C(C)C)NC(=O)C(Cc1ccc(c(c1OC)OC)OC)CC(C(Cc1ccccc1)NC(=O)OC(C)(C)C)O,464372.0,0
536,Brecanavir,SARS-COV-2,https://chemrxiv.org/articles/Screening_of_Clinically_Approved_and_Investigation_Drugs_as_Potential_Inhibitors_of_COVID-19_Main_Protease_A_Virtual_Drug_Repurposing_Study/12032712,computational,CC(CN(S(=O)(=O)c1ccc2c(c1)OCO2)CC(C(Cc1ccc(cc1)OCc1csc(n1)C)NC(=O)OC1COC2C1CCO2)O)C,5743186.0,0
537,Telinavir,SARS-COV-2,https://chemrxiv.org/articles/Screening_of_Clinically_Approved_and_Investigation_Drugs_as_Potential_Inhibitors_of_COVID-19_Main_Protease_A_Virtual_Drug_Repurposing_Study/12032713,computational,CC(CN(C(=O)NC(C)(C)C)CC(C(NC(=O)C(NC(=O)c1ccc2c(n1)cccc2)CC(=O)N)Cc1ccccc1)O)C,382974.0,0
538,Rotigaptide,SARS-COV-2,https://chemrxiv.org/articles/Screening_of_Clinically_Approved_and_Investigation_Drugs_as_Potential_Inhibitors_of_COVID-19_Main_Protease_A_Virtual_Drug_Repurposing_Study/12032714,computational,OC1CC(N(C1)C(=O)C1CCCN1C(=O)C(Cc1ccc(cc1)O)NC(=O)C)C(=O)NCC(=O)NC(C(=O)NCC(=O)N)C,9938933.0,0
539,Pimelautide,SARS-COV-2,https://chemrxiv.org/articles/Screening_of_Clinically_Approved_and_Investigation_Drugs_as_Potential_Inhibitors_of_COVID-19_Main_Protease_A_Virtual_Drug_Repurposing_Study/12032715,computational,CCCCCCCCCCCC(=O)NC(C(=O)NC(C(=O)O)CCC(=O)NC(C(=O)O)CCCC(C(=O)N)NC(=O)CN)C,70697634.0,0
540,"1,3-Bis-(2-ethoxycarbonylchromon-5-yloxy)-2-(lysyloxy)propane",SARS-COV-2,https://chemrxiv.org/articles/Screening_of_Clinically_Approved_and_Investigation_Drugs_as_Potential_Inhibitors_of_COVID-19_Main_Protease_A_Virtual_Drug_Repurposing_Study/12032716,computational,NCCCCC(C(=O)OC(COc1cccc2c1c(=O)cc(o2)C(=O)OCC)COc1cccc2c1c(=O)cc(o2)C(=O)OCC)N.Cl.Cl,196638.0,0
541,Ociltide,SARS-COV-2,https://chemrxiv.org/articles/Screening_of_Clinically_Approved_and_Investigation_Drugs_as_Potential_Inhibitors_of_COVID-19_Main_Protease_A_Virtual_Drug_Repurposing_Study/12032717,computational,O=CNCCCCC(C(=O)NCC(=O)NC(C(=O)NC1CCSC1=O)Cc1ccccc1)NC(=O)C(Cc1ccc(cc1)O)N,76965368.0,0
542,Arzoxifene,SARS-COV-2,https://chemrxiv.org/articles/Screening_of_Clinically_Approved_and_Investigation_Drugs_as_Potential_Inhibitors_of_COVID-19_Main_Protease_A_Virtual_Drug_Repurposing_Study/12032718,computational,COc1ccc(cc1)c1sc2c(c1Oc1ccc(cc1)OCCN1CCCCC1)ccc(c2)O,179337.0,0
543,Tertamyloxycarbonyltetragastrin,SARS-COV-2,https://chemrxiv.org/articles/Screening_of_Clinically_Approved_and_Investigation_Drugs_as_Potential_Inhibitors_of_COVID-19_Main_Protease_A_Virtual_Drug_Repurposing_Study/12032719,computational,,,0
544,Truxicurium,SARS-COV-2,https://chemrxiv.org/articles/Screening_of_Clinically_Approved_and_Investigation_Drugs_as_Potential_Inhibitors_of_COVID-19_Main_Protease_A_Virtual_Drug_Repurposing_Study/12032720,computational,CC[N+](CCCOC(=O)C1C(c2ccccc2)C(C1c1ccccc1)C(=O)OCCC[N+](CC)(CC)C)(CC)C,20290.0,0
545,Ivermectin,SARS-COV-2,10.1016/j.antiviral.2020.104787,experimental,COC1CC(OC2C(C)C=CC=C3COC4C3(O)C(C=C(C4O)C)C(=O)OC3CC(CC=C2C)OC2(C3)CCC(C(O2)C(CC)C)C)OC(C1OC1CC(OC)C(C(O1)C)O)C,6321424.0,0
546,Oseltamivir,SARS-COV-2,https://doi.org/10.1101/2020.03.09.20033068,experimental,CCOC(=O)C1=CC(C(C(C1)N)NC(=O)C)OC(CC)CC,65028.0,0
547,Ribavirin,SARS-COV-2,https://doi.org/10.1101/2020.03.09.20033068,experimental,OCC1OC(C(C1O)O)n1cnc(n1)C(=O)N,37542.0,0
548,Lopinavir,SARS-COV-2,https://doi.org/10.1101/2020.03.09.20033068,experimental,O=C(NC(C(CC(Cc1ccccc1)NC(=O)C(N1CCCNC1=O)C(C)C)O)Cc1ccccc1)COc1c(C)cccc1C,92727.0,0
549,Ritonavir,SARS-COV-2,https://doi.org/10.1101/2020.03.09.20033068,experimental,O=C(NC(C(CC(Cc1ccccc1)NC(=O)C(C(C)C)NC(=O)N(Cc1csc(n1)C(C)C)C)O)Cc1ccccc1)OCc1cncs1,392622.0,0
550,Ganciclovir,SARS-COV-2,https://doi.org/10.1101/2020.03.09.20033068,experimental,OCC(OCn1cnc2c1nc(N)[nH]c2=O)CO,135398740.0,0
551,Lopinavir/Ritonavir,SARS-COV-2,https://doi.org/10.1101/2020.03.18.20038190,experimental,O=C(NC(C(CC(Cc1ccccc1)NC(=O)C(N1CCCNC1=O)C(C)C)O)Cc1ccccc1)COc1c(C)cccc1C.O=C(NC(C(CC(Cc1ccccc1)NC(=O)C(C(C)C)NC(=O)N(Cc1csc(n1)C(C)C)C)O)Cc1ccccc1)OCc1cncs1,11979606.0,0
552,Chloroquine phosphate,SARS-COV-2,https://doi.org/10.1101/2020.03.18.20038190,experimental,OP(=O)(O)O.OP(=O)(O)O.CCN(CCCC(Nc1ccnc2c1ccc(c2)Cl)C)CC,64927.0,0
553,Umifenovir,SARS-COV-2,https://doi.org/10.1101/2020.03.18.20038190,experimental,CCOC(=O)c1c(CSc2ccccc2)n(c2c1c(CN(C)C)c(O)c(c2)Br)C,131411.0,0
554,Hydroxychloroquine,SARS-COV-2,https://doi.org/10.1101/2020.03.18.20038190,experimental,OCCN(CCCC(Nc1ccnc2c1ccc(c2)Cl)C)CC,3652.0,0
555,Favipiravir,SARS-COV-2,https://doi.org/10.1101/2020.03.18.20038190,experimental,Fc1c[nH]c(=O)c(n1)C(=O)N,492405.0,0
556,Methylprednisolone,SARS-COV-2,https://doi.org/10.1101/2020.03.18.20038190,experimental,OCC(=O)C1(O)CCC2C1(C)CC(O)C1C2CC(C2=CC(=O)C=CC12C)C,6741.0,0
557,Remdesivir,SARS-COV-2,https://doi.org/10.1101/2020.03.18.20038190,experimental,CCC(COC(=O)C(NP(=O)(Oc1ccccc1)OCC1OC(C(C1O)O)(C#N)c1ccc2n1ncnc2N)C)CC,121304016.0,0
558,Oseltamivir,SARS-COV-2,https://doi.org/10.1101/2020.03.18.20038190,experimental,CCOC(=O)C1=CC(C(C(C1)N)NC(=O)C)OC(CC)CC,65028.0,0
559,Baloxavir Marboxil,SARS-COV-2,https://doi.org/10.1101/2020.03.18.20038190,experimental,COC(=O)OCOc1c(=O)ccn2c1C(=O)N1CCOCC1N2C1c2ccccc2SCc2c1ccc(c2F)F,124081896.0,0
560,Thalidomide,SARS-COV-2,https://doi.org/10.1101/2020.03.18.20038190,experimental,O=C1CCC(C(=O)N1)N1C(=O)c2c(C1=O)cccc2,5426.0,0
561,Darunavir,SARS-COV-2,https://doi.org/10.1101/2020.03.18.20038190,experimental,CC(CN(S(=O)(=O)c1ccc(cc1)N)CC(C(Cc1ccccc1)NC(=O)OC1COC2C1CCO2)O)C,213039.0,0
562,cobicistat,SARS-COV-2,https://doi.org/10.1101/2020.03.18.20038190,experimental,O=C(NC(Cc1ccccc1)CCC(Cc1ccccc1)NC(=O)C(NC(=O)N(Cc1csc(n1)C(C)C)C)CCN1CCOCC1)OCc1cncs1,25151504.0,0
563,Thymosin,SARS-COV-2,10.1101/2020.03.18.20038190v2,,NCCCCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)O)CCC(=O)O)C)CCC(=O)O)CCC(=O)O)C(C)C)C(C)C)CCC(=O)O)CCCCN)CCCCN)CCC(=O)O)CCCCN)CC(C)C)CC(=O)O)NC(=O)C(C(C)C)NC(=O)C(C(O)C)NC(=O)C(C(CC)C)NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(C(C)C)NC(=O)C(NC(=O)C(C(C)C)NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(CS)N)CO)CC(=O)O)C)C)CC(=O)O)CO)CO)CCC(=O)O,44286042.0,0
564,hydroxychloroquine,SARS-COV-2,10.1101/2020.03.25.008482v1,,OCCN(CCCC(Nc1ccnc2c1ccc(c2)Cl)C)CC,3652.0,0
565,chloroquine phosphate,SARS-COV-2,10.1101/2020.03.25.008482v1,,OP(=O)(O)O.OP(=O)(O)O.CCN(CCCC(Nc1ccnc2c1ccc(c2)Cl)C)CC,64927.0,0
566,Decitabine,SARS-COV-2,10.20944/preprints202003.0279.v1,experimental,OCC1OC(CC1O)n1cnc(nc1=O)N,451668.0,0
567,Omeprazole,SARS-COV-2,10.20944/preprints202003.0279.v1,experimental,COc1ccc2c(c1)[nH]c(n2)S(=O)Cc1ncc(c(c1C)OC)C,4594.0,0
568,Icatibant,SARS-COV-2,10.20944/preprints202003.0279.v1,experimental,OCC(C(=O)N1Cc2ccccc2CC1C(=O)N1C2CCCCC2CC1C(=O)NC(C(=O)O)CCCN=C(N)N)NC(=O)C(Cc1cccs1)NC(=O)CNC(=O)C1CC(CN1C(=O)C1CCCN1C(=O)C(NC(=O)C(CCCN=C(N)N)N)CCCN=C(N)N)O,6918173.0,0
569,Atazanavir,SARS-COV-2,10.20944/preprints202003.0279.v1,experimental,COC(=O)NC(C(C)(C)C)C(=O)NN(Cc1ccc(cc1)c1ccccn1)CC(C(Cc1ccccc1)NC(=O)C(C(C)(C)C)NC(=O)OC)O,148192.0,0
570,Ceftolozane,SARS-COV-2,10.20944/preprints202003.0279.v1,experimental,NCCNC(=O)Nc1c[n+](n(c1N)C)CC1=C(C(=O)[O-])N2C(SC1)C(C2=O)NC(=O)C(=NOC(C(=O)O)(C)C)c1nsc(n1)N,53234134.0,0
571,Hesperidin,SARS-COV-2,10.20944/preprints202003.0279.v1,experimental,COc1ccc(cc1O)C1CC(=O)c2c(O1)cc(cc2O)OC1OC(COC2OC(C)C(C(C2O)O)O)C(C(C1O)O)O,10621.0,0
572,Carfilzomib,SARS-COV-2,10.20944/preprints202003.0279.v1,experimental,CC(CC(C(=O)NC(C(=O)NC(C(=O)C1(C)CO1)CC(C)C)Cc1ccccc1)NC(=O)C(NC(=O)CN1CCOCC1)CCc1ccccc1)C,11556711.0,0
573,Oseltamivir,SARS-COV-2,10.1016/j.jaut.2020.102433,experimental,CCOC(=O)C1=CC(C(C(C1)N)NC(=O)C)OC(CC)CC,65028.0,0
574,Lopinavir,SARS-COV-2,10.1016/j.jaut.2020.102433,experimental,O=C(NC(C(CC(Cc1ccccc1)NC(=O)C(N1CCCNC1=O)C(C)C)O)Cc1ccccc1)COc1c(C)cccc1C,92727.0,0
575,Ritonavir,SARS-COV-2,10.1016/j.jaut.2020.102433,experimental,O=C(NC(C(CC(Cc1ccccc1)NC(=O)C(C(C)C)NC(=O)N(Cc1csc(n1)C(C)C)C)O)Cc1ccccc1)OCc1cncs1,392622.0,0
576,Ganciclovir,SARS-COV-2,10.1016/j.jaut.2020.102433,experimental,OCC(OCn1cnc2c1nc(N)[nH]c2=O)CO,135398740.0,0
577,Remdesivir,SARS-COV-2,10.1016/j.jaut.2020.102433,experimental,CCC(COC(=O)C(NP(=O)(Oc1ccccc1)OCC1OC(C(C1O)O)(C#N)c1ccc2n1ncnc2N)C)CC,121304016.0,0
578,Chloroquine,SARS-COV-2,10.1016/j.jaut.2020.102433,experimental,CCN(CCCC(Nc1ccnc2c1ccc(c2)Cl)C)CC,2719.0,0
579,EIDD-2801,SARS-COV-2,10.1016/j.jaut.2020.102433,experimental,ONc1ccn(c(=O)n1)C1OC(C(C1O)O)COC(=O)C(C)C,145996610.0,0
580,Cepharanthine,SARS-COV-2,10.20944/preprints202003.0024.v1,computational,COc1cc2CCN(C3c2cc1Oc1c2c(CCN(C2Cc2ccc(Oc4cc(C3)ccc4OC)cc2)C)cc2c1OCO2)C,10206.0,0
581,Tegobuvir,SARS-COV-2,10.20944/preprints202003.0024.v1,computational,Fc1ccccc1c1nc2c(n1)cn(cc2)Cc1ccc(nn1)c1ccc(cc1C(F)(F)F)C(F)(F)F,23649154.0,0
582,Saquinavir,SARS-COV-2,10.20944/preprints202003.0024.v1,computational,NC(=O)CC(C(=O)NC(C(CN1CC2CCCCC2CC1C(=O)NC(C)(C)C)O)Cc1ccccc1)NC(=O)c1ccc2c(n1)cccc2,441243.0,0
583,Tipranavir,SARS-COV-2,10.20944/preprints202003.0024.v1,computational,CCCC1(CCc2ccccc2)CC(=C(C(=O)O1)C(c1cccc(c1)NS(=O)(=O)c1ccc(cn1)C(F)(F)F)CC)O,54682461.0,0
584,Lonafarnib,SARS-COV-2,10.20944/preprints202003.0024.v1,computational,Clc1cc(Br)c2c(c1)CCc1c(C2C2CCN(CC2)C(=O)CC2CCN(CC2)C(=O)N)ncc(c1)Br,148195.0,0
585,Filibuvir,SARS-COV-2,10.20944/preprints202003.0024.v1,computational,CCc1cc(CCC2(CC(=C(C(=O)O2)Cc2nn3c(n2)nc(cc3C)C)O)C2CCCC2)cc(n1)CC,54708673.0,0
586,Olysio,SARS-COV-2,10.20944/preprints202003.0024.v1,computational,COc1ccc2c(c1C)nc(cc2OC1CC2C(C1)C(=O)N(C)CCCCC=CC1C(NC2=O)(C1)C(=O)NS(=O)(=O)C1CC1)c1scc(n1)C(C)C,24873435.0,0
587,Beclabuvir,SARS-COV-2,preprints202002.0418.v2,computational,COc1ccc2c(c1)C1CC1(Cn1c2c(C2CCCCC2)c2c1cc(cc2)C(=O)NS(=O)(=O)N(C)C)C(=O)N1C2CCC1CN(C2)C,49773361.0,0
588,Saquinavir,SARS-COV-2,preprints202002.0418.v2,computational,NC(=O)CC(C(=O)NC(C(CN1CC2CCCCC2CC1C(=O)NC(C)(C)C)O)Cc1ccccc1)NC(=O)c1ccc2c(n1)cccc2,441243.0,0
589,Methylprednisolone,SARS-COV-2,preprints202002.0418.v2,computational,OCC(=O)C1(O)CCC2C1(C)CC(O)C1C2CC(C2=CC(=O)C=CC12C)C,6741.0,0
590,Thalidomide,SARS-COV-2,preprints202002.0418.v2,computational,O=C1CCC(C(=O)N1)N1C(=O)c2c(C1=O)cccc2,5426.0,0
591,Nilotinib,SARS-COV-2,preprints202002.0418.v2,computational,Cc1ncn(c1)c1cc(NC(=O)c2ccc(c(c2)Nc2nccc(n2)c2cccnc2)C)cc(c1)C(F)(F)F,644241.0,0
592,Tadalafil,SARS-COV-2,preprints202002.0418.v2,computational,O=C1N(C)CC(=O)N2C1Cc1c(C2c2ccc3c(c2)OCO3)[nH]c2c1cccc2,110635.0,0
593,Lifitegrast,SARS-COV-2,preprints202002.0418.v2,computational,OC(=O)C(NC(=O)c1c(Cl)cc2c(c1Cl)CCN(C2)C(=O)c1ccc2c(c1)occ2)Cc1cccc(c1)S(=O)(=O)C,11965427.0,0
594,Digitoxin,SARS-COV-2,preprints202002.0418.v2,computational,O=C1OCC(=C1)C1CCC2(C1(C)CCC1C2CCC2C1(C)CCC(C2)OC1CC(O)C(C(O1)C)OC1CC(O)C(C(O1)C)OC1CC(O)C(C(O1)C)O)O,441207.0,0
595,Tirilazad,SARS-COV-2,preprints202002.0418.v2,computational,O=C1C=CC2(C(=C1)CCC1C2=CCC2(C1CC(C2C(=O)CN1CCN(CC1)c1cc(nc(n1)N1CCCC1)N1CCCC1)C)C)C,104903.0,0
596,Danoprevir,SARS-COV-2,10.1101/2020.03.22.20034041,experimental,O=C(OC(C)(C)C)NC1CCCCCC=CC2C(NC(=O)C3N(C1=O)CC(C3)OC(=O)N1Cc3c(C1)cccc3F)(C2)C(=O)NS(=O)(=O)C1CC1,11285588.0,0
597,Ritonavir,SARS-COV-2,10.1101/2020.03.22.20034041,experimental,O=C(NC(C(CC(Cc1ccccc1)NC(=O)C(C(C)C)NC(=O)N(Cc1csc(n1)C(C)C)C)O)Cc1ccccc1)OCc1cncs1,392622.0,0
598,Catechin Gallate,SARS,10.2147/IJN.S31379,experimental,Oc1cc(O)c2c(c1)OC(C(C2)OC(=O)c1cc(O)c(c(c1)O)O)c1ccc(c(c1)O)O,6419835.0,0
599,Gallocatechin Gallate,SARS,10.2147/IJN.S31379,experimental,Oc1cc(O)c2c(c1)OC(C(C2)OC(=O)c1cc(O)c(c(c1)O)O)c1cc(O)c(c(c1)O)O,199472.0,0
600,Lopinavir,SARS/MERS,10.1016/j.antiviral.2013.08.015,experimental,O=C(NC(C(CC(Cc1ccccc1)NC(=O)C(N1CCCNC1=O)C(C)C)O)Cc1ccccc1)COc1c(C)cccc1C,92727.0,0
601,Ritonavir,SARS/MERS,10.1016/j.antiviral.2013.08.015,experimental,O=C(NC(C(CC(Cc1ccccc1)NC(=O)C(C(C)C)NC(=O)N(Cc1csc(n1)C(C)C)C)O)Cc1ccccc1)OCc1cncs1,392622.0,0
602,Losartan,SARS-CoV-2,10.1002/ddr.21656,experimental,CCCCc1nc(c(n1Cc1ccc(cc1)c1ccccc1c1n[nH]nn1)CO)Cl,3961.0,0
603,Telmisartan,SARS-CoV-2,10.1002/ddr.21656,experimental,CCCc1nc2c(n1Cc1ccc(cc1)c1ccccc1C(=O)O)cc(cc2C)c1nc2c(n1C)cccc2,65999.0,0
604,Chloroquine,SARS-CoV-2,10.1002/ddr.21656,experimental,CCN(CCCC(Nc1ccnc2c1ccc(c2)Cl)C)CC,2719.0,0
605,Favipiravir,SARS-CoV-2,10.1002/ddr.21656,experimental,Fc1c[nH]c(=O)c(n1)C(=O)N,492405.0,0
606,Remdesivir,SARS-CoV-2,10.1002/ddr.21656,experimental,CCC(COC(=O)C(NP(=O)(Oc1ccccc1)OCC1OC(C(C1O)O)(C#N)c1ccc2n1ncnc2N)C)CC,121304016.0,0
607,Lopinavir,SARS-COV-2,10.31219/osf.io/hczra,experimental,O=C(NC(C(CC(Cc1ccccc1)NC(=O)C(N1CCCNC1=O)C(C)C)O)Cc1ccccc1)COc1c(C)cccc1C,92727.0,0
608,Ritonavir,SARS-COV-2,10.31219/osf.io/hczra,experimental,O=C(NC(C(CC(Cc1ccccc1)NC(=O)C(C(C)C)NC(=O)N(Cc1csc(n1)C(C)C)C)O)Cc1ccccc1)OCc1cncs1,392622.0,0
609,Atazanavir,SARS-COV-2,10.31219/osf.io/hczra,experimental,COC(=O)NC(C(C)(C)C)C(=O)NN(Cc1ccc(cc1)c1ccccn1)CC(C(Cc1ccccc1)NC(=O)C(C(C)(C)C)NC(=O)OC)O,148192.0,0
610,Carfilzomib,SARS-COV-2,10.31219/osf.io/hczra,experimental,CC(CC(C(=O)NC(C(=O)NC(C(=O)C1(C)CO1)CC(C)C)Cc1ccccc1)NC(=O)C(NC(=O)CN1CCOCC1)CCc1ccccc1)C,11556711.0,0
611,Cobicistat,SARS-COV-2,10.31219/osf.io/hczra,experimental,O=C(NC(Cc1ccccc1)CCC(Cc1ccccc1)NC(=O)C(NC(=O)N(Cc1csc(n1)C(C)C)C)CCN1CCOCC1)OCc1cncs1,25151504.0,0
612,Ombitasvir,SARS-COV-2,10.31219/osf.io/hczra,experimental,COC(=O)NC(C(=O)N1CCCC1C(=O)Nc1ccc(cc1)C1CCC(N1c1ccc(cc1)C(C)(C)C)c1ccc(cc1)NC(=O)C1CCCN1C(=O)C(C(C)C)NC(=O)OC)C(C)C,54767916.0,0
613,Lopinavir,SARS,10.1007+s10156-003-0296-9,experimental,O=C(NC(C(CC(Cc1ccccc1)NC(=O)C(N1CCCNC1=O)C(C)C)O)Cc1ccccc1)COc1c(C)cccc1C,92727.0,0
614,Ritonavir,SARS,10.1007+s10156-003-0296-9,experimental,O=C(NC(C(CC(Cc1ccccc1)NC(=O)C(C(C)C)NC(=O)N(Cc1csc(n1)C(C)C)C)O)Cc1ccccc1)OCc1cncs1,392622.0,0
615,Ribavirin,SARS,10.1007+s10156-003-0296-9,experimental,OCC1OC(C(C1O)O)n1cnc(n1)C(=O)N,37542.0,0
616,Glycyrrhizin,SARS,10.1007+s10156-003-0296-9,experimental,OC1C(OC2OC(C(=O)O)C(C(C2O)O)O)C(OC(C1O)C(=O)O)OC1CCC2(C(C1(C)C)CCC1(C2C(=O)C=C2C1(C)CCC1(C2CC(C)(CC1)C(=O)O)C)C)C,14982.0,0
617,Chlorpromazine,MERS,1-s2.0-S235277141630074X,experimental,CN(CCCN1c2ccccc2Sc2c1cc(Cl)cc2)C,2726.0,0
618,Chloroquine,MERS,1-s2.0-S235277141630074X,experimental,CCN(CCCC(Nc1ccnc2c1ccc(c2)Cl)C)CC,2719.0,0
619,Beclabuvir,SARS-COV-2,10.20944/preprints202002.0418.v2,computational,COc1ccc2c(c1)C1CC1(Cn1c2c(C2CCCCC2)c2c1cc(cc2)C(=O)NS(=O)(=O)N(C)C)C(=O)N1C2CCC1CN(C2)C,49773361.0,0
620,Saquinavir,SARS-COV-2,10.20944/preprints202002.0418.v2,computational,NC(=O)CC(C(=O)NC(C(CN1CC2CCCCC2CC1C(=O)NC(C)(C)C)O)Cc1ccccc1)NC(=O)c1ccc2c(n1)cccc2,441243.0,0
621,Methylprednisolone,SARS-COV-2,10.20944/preprints202002.0418.v2,computational,OCC(=O)C1(O)CCC2C1(C)CC(O)C1C2CC(C2=CC(=O)C=CC12C)C,6741.0,0
622,Thalidomide,SARS-COV-2,10.20944/preprints202002.0418.v2,computational,O=C1CCC(C(=O)N1)N1C(=O)c2c(C1=O)cccc2,5426.0,0
623,Nilotinib,SARS-COV-2,10.20944/preprints202002.0418.v2,computational,Cc1ncn(c1)c1cc(NC(=O)c2ccc(c(c2)Nc2nccc(n2)c2cccnc2)C)cc(c1)C(F)(F)F,644241.0,0
624,Tadalafil,SARS-COV-2,10.20944/preprints202002.0418.v2,computational,O=C1N(C)CC(=O)N2C1Cc1c(C2c2ccc3c(c2)OCO3)[nH]c2c1cccc2,110635.0,0
625,Lifitegrast,SARS-COV-2,10.20944/preprints202002.0418.v2,computational,OC(=O)C(NC(=O)c1c(Cl)cc2c(c1Cl)CCN(C2)C(=O)c1ccc2c(c1)occ2)Cc1cccc(c1)S(=O)(=O)C,11965427.0,0
626,Digitoxin,SARS-COV-2,10.20944/preprints202002.0418.v2,computational,O=C1OCC(=C1)C1CCC2(C1(C)CCC1C2CCC2C1(C)CCC(C2)OC1CC(O)C(C(O1)C)OC1CC(O)C(C(O1)C)OC1CC(O)C(C(O1)C)O)O,441207.0,0
627,Tirilazad,SARS-COV-2,10.20944/preprints202002.0418.v2,computational,O=C1C=CC2(C(=C1)CCC1C2=CCC2(C1CC(C2C(=O)CN1CCN(CC1)c1cc(nc(n1)N1CCCC1)N1CCCC1)C)C)C,104903.0,0
628,Cepharanthine,SARS-COV-2,10.20944/preprints202003.0024.v1,computational,COc1cc2CCN(C3c2cc1Oc1c2c(CCN(C2Cc2ccc(Oc4cc(C3)ccc4OC)cc2)C)cc2c1OCO2)C,10206.0,0
629,Tegobuvir,SARS-COV-2,10.20944/preprints202003.0024.v1,computational,Fc1ccccc1c1nc2c(n1)cn(cc2)Cc1ccc(nn1)c1ccc(cc1C(F)(F)F)C(F)(F)F,23649154.0,0
630,Saquinavir,SARS-COV-2,10.20944/preprints202003.0024.v1,computational,NC(=O)CC(C(=O)NC(C(CN1CC2CCCCC2CC1C(=O)NC(C)(C)C)O)Cc1ccccc1)NC(=O)c1ccc2c(n1)cccc2,441243.0,0
631,Tipranavir,SARS-COV-2,10.20944/preprints202003.0024.v1,computational,CCCC1(CCc2ccccc2)CC(=C(C(=O)O1)C(c1cccc(c1)NS(=O)(=O)c1ccc(cn1)C(F)(F)F)CC)O,54682461.0,0
632,Lonafarnib,SARS-COV-2,10.20944/preprints202003.0024.v1,computational,Clc1cc(Br)c2c(c1)CCc1c(C2C2CCN(CC2)C(=O)CC2CCN(CC2)C(=O)N)ncc(c1)Br,148195.0,0
633,Filibuvir,SARS-COV-2,10.20944/preprints202003.0024.v1,computational,CCc1cc(CCC2(CC(=C(C(=O)O2)Cc2nn3c(n2)nc(cc3C)C)O)C2CCCC2)cc(n1)CC,54708673.0,0
634,Olysio,SARS-COV-2,10.20944/preprints202003.0024.v1,computational,COc1ccc2c(c1C)nc(cc2OC1CC2C(C1)C(=O)N(C)CCCCC=CC1C(NC2=O)(C1)C(=O)NS(=O)(=O)C1CC1)c1scc(n1)C(C)C,24873435.0,0
635,Decitabine,SARS-COV-2,preprints202003.0239.v1,computational,OCC1OC(CC1O)n1cnc(nc1=O)N,451668.0,0
636,Omeprazole,SARS-COV-2,preprints202003.0239.v1,computational,COc1ccc2c(c1)[nH]c(n2)S(=O)Cc1ncc(c(c1C)OC)C,4594.0,0
637,Icatibant,SARS-COV-2,preprints202003.0239.v1,computational,OCC(C(=O)N1Cc2ccccc2CC1C(=O)N1C2CCCCC2CC1C(=O)NC(C(=O)O)CCCN=C(N)N)NC(=O)C(Cc1cccs1)NC(=O)CNC(=O)C1CC(CN1C(=O)C1CCCN1C(=O)C(NC(=O)C(CCCN=C(N)N)N)CCCN=C(N)N)O,6918173.0,0
638,Atazanavir,SARS-COV-2,preprints202003.0239.v1,computational,COC(=O)NC(C(C)(C)C)C(=O)NN(Cc1ccc(cc1)c1ccccn1)CC(C(Cc1ccccc1)NC(=O)C(C(C)(C)C)NC(=O)OC)O,148192.0,0
639,Ceftolozane,SARS-COV-2,preprints202003.0239.v1,computational,NCCNC(=O)Nc1c[n+](n(c1N)C)CC1=C(C(=O)[O-])N2C(SC1)C(C2=O)NC(=O)C(=NOC(C(=O)O)(C)C)c1nsc(n1)N,53234134.0,0
640,Hesperidin,SARS-COV-2,preprints202003.0239.v1,computational,COc1ccc(cc1O)C1CC(=O)c2c(O1)cc(cc2O)OC1OC(COC2OC(C)C(C(C2O)O)O)C(C(C1O)O)O,10621.0,0
641,Carfilzomib,SARS-COV-2,preprints202003.0239.v1,computational,CC(CC(C(=O)NC(C(=O)NC(C(=O)C1(C)CO1)CC(C)C)Cc1ccccc1)NC(=O)C(NC(=O)CN1CCOCC1)CCc1ccccc1)C,11556711.0,0
642,Ribavirin,SARS,10.3201/eid1004.030458,experimental,OCC1OC(C(C1O)O)n1cnc(n1)C(=O)N,37542.0,0
643,Lopinavir,MERS,10.1038/nrd.2015.37,experimental,O=C(NC(C(CC(Cc1ccccc1)NC(=O)C(N1CCCNC1=O)C(C)C)O)Cc1ccccc1)COc1c(C)cccc1C,92727.0,0
644,Ritonavir,MERS,10.1038/nrd.2015.37,experimental,O=C(NC(C(CC(Cc1ccccc1)NC(=O)C(C(C)C)NC(=O)N(Cc1csc(n1)C(C)C)C)O)Cc1ccccc1)OCc1cncs1,392622.0,0
645,Abemaciclib,SARS-COV-2,10.1101/2020.03.20.999730,experimental,CCN1CCN(CC1)Cc1ccc(nc1)Nc1ncc(c(n1)c1cc(F)c2c(c1)n(C(C)C)c(n2)C)F,46220502.0,0
646,Amodiaquine,SARS-COV-2,10.1101/2020.03.20.999730,experimental,CCN(Cc1cc(ccc1O)Nc1ccnc2c1ccc(c2)Cl)CC,2165.0,0
